prefix,paramfile,duplication rate,loss rate,p,qratio,r,outgroup,q1,q2,q3,sco,lsd,lsdonly,replicate, lsdtrue, lsdonlytrue, max age, min age
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,1.000000,0.000000,False,False,True,39,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,0.000000,1.000000,False,True,True,40,True, True, 0.04089575, 0.04089575
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,0.000000,1.000000,False,True,True,41,True, True, 0.08568764, 0.08568764
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,0.000000,1.000000,False,False,True,42,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,0.000000,1.000000,True,False,True,43,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,0.000000,1.000000,True,False,True,44,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,0.000000,1.000000,False,True,True,45,True, True, 0.33180632, 0.33180632
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,0.000000,1.000000,False,True,True,46,True, True, 0.04533312, 0.04533312
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,1.000000,0.000000,True,False,True,47,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,1.000000,0.000000,False,True,True,48,True, True, 0.36234197, 0.36234197
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,100000.0,None,0.000000,1.000000,0.000000,False,False,True,49,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,50,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,51,True, False, 0.09119024, 0.09119024
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,52,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,53,True, True, 0.14646444, 0.14646444
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,54,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,55,True, False, 0.48776450000000005, 0.38960154
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,56,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,57,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,58,True, True, 0.30903297, 0.30903297
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,59,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,60,True, True, 0.11218264, 0.11218264
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,61,True, True, 0.07349472, 0.07349472
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,62,True, False, 0.25145197, 0.10463403
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,63,True, False, 0.45734214, 0.45734214
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,False,False,64,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,65,True, True, 0.20396237, 0.20396237
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,False,True,66,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,67,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,False,False,68,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,0.000000,0.000000,1.000000,False,True,True,69,True, True, 0.30911123, 0.30911123
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,70,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,False,True,71,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,0.500000,0.000000,0.500000,False,False,False,72,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,0.000000,1.000000,0.000000,True,False,True,73,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,0.000000,0.000000,1.000000,True,False,True,74,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,75,True, False, 0.40158287, 0.23287373
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,76,True, True, 0.36660103, 0.03201622
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,77,True, True, 0.40883378000000004, 0.35406679
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,78,True, False, 0.12899236, 0.12899236
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,79,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,80,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,0.000000,0.000000,1.000000,True,False,True,81,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,82,True, True, 0.46378045, 0.22975826
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,False,False,83,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,0.000000,0.000000,1.000000,True,False,True,84,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,False,True,85,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,86,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,87,True, True, 0.24325324, 0.24325324
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,88,True, False, 0.46839084, 0.04016107
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,0.000000,0.000000,1.000000,True,False,True,89,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,90,True, True, 0.05142535, 0.05142535
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,91,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,92,True, False, 0.35546336, 0.10027359
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,False,True,93,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,False,94,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,0.000000,1.000000,0.000000,False,False,True,95,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,True,False,True,96,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,97,True, True, 0.37593559, 0.37593559
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,False,False,98,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,325000.0,None,1.000000,0.000000,0.000000,False,True,True,99,True, False, 0.31058445, 0.31058445
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,100,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,True,101,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,102,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,False,True,103,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,104,True, False, 0.48838893, 0.48838893
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,True,False,True,105,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,True,False,True,106,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,True,107,True, True, 0.1599318, 0.1599318
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,True,108,True, True, 0.17737484, 0.04530385
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,109,True, False, 0.39861494, 0.03529643
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,110,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,True,False,True,111,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,True,112,True, True, 0.03822267, 0.03822267
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,True,False,True,113,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,114,True, False, 0.22976815, 0.22976815
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,True,115,True, True, 0.11181829, 0.11181829
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,True,False,True,116,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,False,True,117,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,True,False,True,118,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,False,False,119,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,False,True,120,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,121,True, True, 0.37162508, 0.37162508
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,122,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,True,False,True,123,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,False,False,124,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,True,125,True, True, 0.15226197, 0.12471803
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,False,True,126,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,False,True,127,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,128,True, False, 0.34104567, 0.34104567
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,True,False,True,129,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,False,True,130,False, True, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,False,131,False, False, NA, NA
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,-0.000000,False,True,False,132,True, False, 0.02452926, 0.02452926
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,True,133,True, True, 0.4633527, 0.4633527
varyqr_ml_complexsubstitution,config_files/config_varyqr_ml_complexsubstitution.txt,1e-06,0.0,250000.0,20.0,550000.0,None,1.000000,0.000000,0.000000,False,True,True,134,False, False, NA, NA
